stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1728,132,"Elosegi Alkatea,52 Aurrean (Donostia)",Ulia,43.3214833678,-1.95324552715,40,,0,
1729,133,"Elosegi Alkatea,3 Aurrean (Donostia)","Toki Eder (L13,24)",43.3217872307,-1.95935775738,40,,0,
1730,134,"Avda. Navarra,33 Aurrean,gros (Donostia)",Jesuitak,43.3232907073,-1.96739249948,40,,0,
1731,135,"Mariaren Bihotza","Mariaren Bihotza (L13,24,37)",43.3259574982,-1.97084868232,40,,0,
1732,136,"Avda. Zurriola, 22 , Gros (Donostia)",Kursaal,43.3245521542,-1.97761945767,40,,0,
1733,137,Escalerillas,,43.3211634203,-1.93164501767,40,,0,
1734,138,"Escalerillas (Pasaia)","Escalerillas P.1",43.321442928,-1.93165444829,40,,0,
1735,139,"Casares, 5, Buenavista (Donostia)","Casares 57",43.3211316692,-1.92315844902,40,,0,
1736,14,"Rotonda Poligono 27",,43.3019507419,-1.95249721089,40,,0,
1737,140,"Buena Vista",Buenavista,43.3212693453,-1.9222980585,40,,0,
1738,141,Darieta,"Casares 69",43.3201799491,-1.92605019149,40,,0,
1739,142,Darieta,,43.3203336895,-1.92588208538,40,,0,
1740,143,Oleta,"Casares 42",43.3197302561,-1.92994857416,40,,0,
1741,144,Oleta,,43.3196772726,-1.92981887188,40,,0,
1742,145,Arrizar,,43.3185855157,-1.92853066098,40,,0,
1743,146,Aitz-Gain,,43.3183055239,-1.93302032936,40,,0,
1744,147,"Bertsolari Txirrita 54",,43.3176885806,-1.93712057217,40,,0,
